Gene name	Gene_freq	Total
TMED5	223	49097025
TMED7	141	49097025
TMED2	166	49097025
TMED7-TICAM2	370	49097025
TMED3	589	49097025
TMED4	143	49097025
TMED9	137	49097025
TMED8	267	49097025
TMED10	308	49097025
TMED6	177	49097025
TRIM23	454	49097025
TRIM26	391	49097025
TRIM24	1166	49097025
TRIM27	266	49097025
TRIM17	350	49097025
TRIM2	1122	49097025
TRIM25	386	49097025
TRIM21	315	49097025
TRIM22	468	49097025
TRIM16L	177	49097025
FAM172A	1968	49097025
FAM170A	358	49097025
FAM170B	188	49097025
FAM169A	626	49097025
FAM173A	101	49097025
FAM169B	455	49097025
FAM171B	1016	49097025
FAM171A1	1371	49097025
FAM173B	242	49097025
FAM171A2	217	49097025
ATP8B4	1932	49097025
ATPAF1	312	49097025
ATPAF2	241	49097025
ATP9A	1443	49097025
ATP8B3	913	49097025
ATRAID	165	49097025
ATP9B	1808	49097025
ATR	2875	49097025
ATRN	1383	49097025
ATRIP	493	49097025
IL17RE	336	49097025
IL17RA	622	49097025
IL17RB	330	49097025
IL17C	137	49097025
IL17B	142	49097025
IL17RC	455	49097025
IL17RD	795	49097025
IL17D	147	49097025
IL17A	222	49097025
IL17F	211	49097025
NPIPA1	178	49097025
NPIPA5	260	49097025
NPIPA3	37	49097025
NPIPB12	84	49097025
NPIPA7	48	49097025
NPIPB11	266	49097025
NPIPA2	43	49097025
NPIPB13	77	49097025
NPHS2	492	49097025
NPIPA8	39	49097025
PLA2G6	799	49097025
PLA2G4C	701	49097025
PLA2R1	1345	49097025
PLA2G7	493	49097025
PLA2G4D	618	49097025
PLAC1	467	49097025
PLA2G4F	563	49097025
PLAA	460	49097025
PLA2G4E	795	49097025
PLA2G5	257	49097025
UNC13A	1672	49097025
UMODL1	1310	49097025
UNC119	163	49097025
UNC13B	1558	49097025
UNC13C	4114	49097025
UNC45B	953	49097025
UNC119B	164	49097025
UMPS	380	49097025
UNC45A	571	49097025
UNC13D	771	49097025
COX8A	44	49097025
COX7A2L	199	49097025
COX7B	110	49097025
CPA1	416	49097025
CP	763	49097025
COX7B2	1425	49097025
COX7C	68	49097025
CPA2	448	49097025
COX8C	93	49097025
CPA3	587	49097025
PTPN20	40	49097025
PTPN5	827	49097025
PTPN18	401	49097025
PTPN22	736	49097025
PTPN23	692	49097025
PTPN2	637	49097025
PTPN4	1184	49097025
PTPN3	1068	49097025
PTPN21	1060	49097025
PTPN14	1877	49097025
CENPP	1838	49097025
CENPO	375	49097025
CENPM	155	49097025
CENPN	330	49097025
CENPS-CORT	270	49097025
CENPL	249	49097025
CENPU	348	49097025
CENPS	133	49097025
CENPT	515	49097025
CENPQ	285	49097025
MYO16	3686	49097025
MYO15A	2042	49097025
MYNN	342	49097025
MYO1B	1273	49097025
MYO18B	3089	49097025
MYO18A	1417	49097025
MYO1A	724	49097025
MYO15B	496	49097025
MYO10	2309	49097025
MYMX	16	49097025
CALHM4	306	49097025
CALHM2	228	49097025
CALD1	1378	49097025
CALM2	198	49097025
CALM1	202	49097025
CALM3	154	49097025
CALHM1	264	49097025
CALHM5	271	49097025
CALHM6	168	49097025
CALHM3	206	49097025
DHDDS	398	49097025
DHCR24	399	49097025
DHFR2	186	49097025
DHDH	315	49097025
DHODH	287	49097025
DHFR	376	49097025
DHRS1	170	49097025
DHPS	232	49097025
DHCR7	423	49097025
DHH	186	49097025
KRTAP20-1	63	49097025
KRTAP19-3	135	49097025
KRTAP20-2	94	49097025
KRTAP19-6	112	49097025
KRTAP19-7	90	49097025
KRTAP19-2	61	49097025
KRTAP19-1	152	49097025
KRTAP19-4	105	49097025
KRTAP19-5	139	49097025
KRTAP19-8	85	49097025
MPP2	592	49097025
MPI	241	49097025
MPIG6B	226	49097025
MPP1	394	49097025
MPL	1032	49097025
MPO	659	49097025
MPND	272	49097025
MPHOSPH8	536	49097025
MPLKIP	132	49097025
MPHOSPH9	802	49097025
PRSS40A	62	49097025
PRSS40B	11	49097025
PRSS45	134	49097025
PRSS50	789	49097025
PRSS42	177	49097025
PRSS48	264	49097025
PRSS51	554	49097025
PRSS38	545	49097025
PRSS41	178	49097025
PRSS53	243	49097025
LAD1	421	49097025
LAIR2	247	49097025
LAIR1	466	49097025
LACTB2	350	49097025
LAMA1	3196	49097025
LAGE3	89	49097025
LAG3	310	49097025
LALBA	141	49097025
LACTBL1	158	49097025
LAMA2	4081	49097025
PNPO	167	49097025
PNP	223	49097025
PNPLA8	599	49097025
PNPLA7	1290	49097025
PNPLA4	256	49097025
PNPLA6	880	49097025
PNPLA2	274	49097025
PNPLA1	636	49097025
PNPLA3	463	49097025
PNPLA5	405	49097025
MCTP1	2718	49097025
MCRIP1	85	49097025
MCMDC2	581	49097025
MCTP2	1827	49097025
MCRS1	305	49097025
MCOLN2	649	49097025
MCOLN3	428	49097025
MCRIP2	99	49097025
MCOLN1	404	49097025
MCPH1	1616	49097025
RPL14	216	49097025
RPL10	284	49097025
RPH3AL	1052	49097025
RPL13A	206	49097025
RPL11	157	49097025
RPL12	133	49097025
RPL13	153	49097025
RPL10A	137	49097025
RPIA	440	49097025
RPL10L	386	49097025
TXNRD3NB	255	49097025
TYW1	1346	49097025
TYMS	348	49097025
TYK2	881	49097025
TYRP1	457	49097025
TYROBP	142	49097025
TYRO3	721	49097025
TYSND1	223	49097025
TYMP	214	49097025
TYR	1550	49097025
DCTD	239	49097025
DCST2	493	49097025
DCTN3	140	49097025
DCTN1	748	49097025
DCTN4	429	49097025
DCSTAMP	698	49097025
DCT	700	49097025
DCST1	564	49097025
DCPS	323	49097025
DCTN2	306	49097025
RPLP0	184	49097025
RPL8	182	49097025
RPP14	141	49097025
RPL7L1	162	49097025
RPL9	163	49097025
RPN1	543	49097025
RPLP1	83	49097025
RPLP2	89	49097025
RPN2	622	49097025
RPL7A	160	49097025
EEF1A2	509	49097025
EEF1AKMT3	213	49097025
EDRF1	791	49097025
EDNRB	1167	49097025
EEF1AKMT1	329	49097025
EDNRA	684	49097025
EED	504	49097025
EEF1A1	449	49097025
EEF1AKMT2	276	49097025
EEA1	1080	49097025
PTGDS	175	49097025
PTER	597	49097025
PTF1A	179	49097025
PTEN	6069	49097025
PTCRA	264	49097025
PTGDR	337	49097025
PTGDR2	174	49097025
PTDSS2	423	49097025
PTCHD4	1873	49097025
PTDSS1	696	49097025
DDX56	326	49097025
DDX58	689	49097025
DDX60L	1243	49097025
DDX6	435	49097025
DDX55	341	49097025
DDX59	559	49097025
DDX54	622	49097025
DDX53	391	49097025
DDX51	378	49097025
DDX60	1170	49097025
MT1E	102	49097025
MT1A	58	49097025
MT1F	74	49097025
MT1H	85	49097025
MSX1	208	49097025
MT1G	87	49097025
MSTO1	236	49097025
MT1B	63	49097025
MSX2	206	49097025
MT1HL1	77	49097025
MORF4L1	622	49097025
MORC2	668	49097025
MORF4L2	211	49097025
MON1B	439	49097025
MORN1	705	49097025
MORC4	649	49097025
MORC1	1966	49097025
MORN2	70	49097025
MON2	1238	49097025
MORC3	629	49097025
CISH	146	49097025
CITED2	156	49097025
CITED4	48	49097025
CIRBP	301	49097025
CIZ1	511	49097025
CKAP2	429	49097025
CISD1	171	49097025
CIT	1777	49097025
CITED1	142	49097025
CISD2	221	49097025
SCMH1	1056	49097025
SCGN	559	49097025
SCGB3A2	143	49097025
SCLY	468	49097025
SCLT1	1099	49097025
SCIN	947	49097025
SCIMP	200	49097025
SCHIP1	543	49097025
SCGB3A1	45	49097025
SCGB2B2	462	49097025
KIF17	982	49097025
KIDINS220	1171	49097025
KIF12	331	49097025
KIF15	942	49097025
KIF16B	2007	49097025
KIF13A	1692	49097025
KIF14	1023	49097025
KIF11	581	49097025
KIF18A	804	49097025
KIF13B	1421	49097025
ATOX1	144	49097025
ATP11A	1696	49097025
ATOH7	63	49097025
ATP10A	2562	49097025
ATP10B	2278	49097025
ATN1	795	49097025
ATP10D	1284	49097025
ATMIN	342	49097025
ATOH1	221	49097025
ATOH8	297	49097025
PDPR	884	49097025
PDXP	132	49097025
PDXDC1	1705	49097025
PDXK	458	49097025
PDRG1	116	49097025
PDX1	188	49097025
PDS5B	1402	49097025
PDSS1	436	49097025
PDS5A	1096	49097025
PDSS2	1108	49097025
LY6H	177	49097025
LY6G6F	211	49097025
LY75	1236	49097025
LY6K	244	49097025
LY6G6C	106	49097025
LY6G6E	51	49097025
LY6G6F-LY6G6D	356	49097025
LY6L	62	49097025
LY6G5C	109	49097025
LY6G6D	89	49097025
RHD	381	49097025
RHBDL3	562	49097025
RHEX	410	49097025
RHEB	406	49097025
RHCE	487	49097025
RHCG	459	49097025
RHNO1	185	49097025
RHO	388	49097025
RHEBL1	121	49097025
RHBG	457	49097025
ANKHD1	1438	49097025
ANKFY1	802	49097025
ANKEF1	540	49097025
ANKK1	531	49097025
ANKHD1-EIF4EBP3	1515	49097025
ANKFN1	2201	49097025
ANKDD1B	344	49097025
ANKLE1	487	49097025
ANKH	1039	49097025
ANKIB1	1152	49097025
SYF2	174	49097025
SYCE2	259	49097025
SYDE1	422	49097025
SYCE3	82	49097025
SYCP3	182	49097025
SYCP2L	1052	49097025
SYCN	85	49097025
SYCP1	1576	49097025
SYCP2	1293	49097025
SYDE2	578	49097025
QRFP	93	49097025
QRICH1	595	49097025
QSOX2	543	49097025
QSOX1	666	49097025
QRSL1	381	49097025
QRICH2	996	49097025
QSER1	940	49097025
QRFPR	793	49097025
QTRT2	348	49097025
QTRT1	243	49097025
KRT81	308	49097025
KRT77	401	49097025
KRT8	743	49097025
KRT78	409	49097025
KRT79	464	49097025
KRT80	369	49097025
KRT85	500	49097025
KRT83	454	49097025
KRT82	399	49097025
KRT84	447	49097025
OR2AK2	427	49097025
OR2AP1	125	49097025
OR2C1	265	49097025
OR2B2	256	49097025
OR2AT4	291	49097025
OR2AJ1	248	49097025
OR2C3	603	49097025
OR2B3	250	49097025
OR2B6	231	49097025
OR2B11	467	49097025
COX14	77	49097025
COX16	180	49097025
COX10	866	49097025
COX4I1	148	49097025
COX20	173	49097025
COX18	252	49097025
COX17	90	49097025
COX15	261	49097025
COX19	144	49097025
COX11	175	49097025
TMEM45A	603	49097025
TMEM41B	276	49097025
TMEM44	469	49097025
TMEM43	277	49097025
TMEM39A	356	49097025
TMEM40	385	49097025
TMEM42	95	49097025
TMEM45B	331	49097025
TMEM39B	379	49097025
TMEM41A	204	49097025
TRERF1	1666	49097025
TREX2	504	49097025
TREML4	246	49097025
TREML1	189	49097025
TRH	210	49097025
TRHR	618	49097025
TRHDE	2900	49097025
TREX1	135	49097025
TREML2	418	49097025
TRIAP1	74	49097025
COASY	258	49097025
COG5	1920	49097025
COG3	611	49097025
COCH	461	49097025
COG2	630	49097025
COG4	575	49097025
COBL	2174	49097025
COBLL1	1293	49097025
COG1	447	49097025
COG6	979	49097025
GPD2	965	49097025
GPHB5	181	49097025
GPI	521	49097025
GPHA2	84	49097025
GPER1	410	49097025
GPLD1	798	49097025
GPM6A	2195	49097025
GPHN	2330	49097025
GPIHBP1	153	49097025
GPKOW	282	49097025
BSG	403	49097025
BSCL2	384	49097025
BSDC1	337	49097025
BRSK1	755	49097025
BRSK2	927	49097025
BRWD3	1579	49097025
BRWD1	1366	49097025
BRS3	301	49097025
BSND	333	49097025
BSN	1985	49097025
DYNLRB1	224	49097025
DYNLL1	152	49097025
DYNC2H1	3044	49097025
DYNC1LI1	400	49097025
DYNC1LI2	365	49097025
DYNC1I2	586	49097025
DYNC2LI1	391	49097025
DYNLRB2	145	49097025
DYNLT1	92	49097025
DYNLL2	95	49097025
KLHDC9	132	49097025
KLHL12	453	49097025
KLHDC7A	704	49097025
KLHL13	1271	49097025
KLHDC7B	316	49097025
KLHL11	322	49097025
KLHDC8A	394	49097025
KLHL10	310	49097025
KLHL1	2789	49097025
KLHDC8B	196	49097025
UBXN1	151	49097025
UBR3	1526	49097025
UBTF	495	49097025
UBR2	1239	49097025
UBTFL1	92	49097025
UBR4	2316	49097025
UBR5	2079	49097025
UBR7	307	49097025
UBTD2	371	49097025
UBTD1	435	49097025
C8orf34	2876	49097025
C8orf59	183	49097025
C8orf44	179	49097025
C8orf33	184	49097025
C8orf37	215	49097025
C8orf76	308	49097025
C8orf74	347	49097025
C8orf58	169	49097025
C8orf48	135	49097025
C8orf82	134	49097025
CCR5	304	49097025
CCR10	172	49097025
CCR3	923	49097025
CCR7	324	49097025
CCR2	347	49097025
CCPG1	574	49097025
CCP110	444	49097025
CCR6	396	49097025
CCR1	261	49097025
CCR4	343	49097025
CEP44	463	49097025
CEP63	696	49097025
CEP57L1	438	49097025
CEP41	442	49097025
CEP295NL	214	49097025
CEP350	1716	49097025
CEP57	447	49097025
CEP295	838	49097025
CEP55	358	49097025
CEP290	1258	49097025
OTX1	358	49097025
OVCA2	88	49097025
OTX2	363	49097025
OTULINL	374	49097025
OVOL2	320	49097025
OVOL1	202	49097025
OVCH2	395	49097025
OVGP1	588	49097025
OVOL3	64	49097025
OVCH1	1180	49097025
RNF43	1700	49097025
RNF38	532	49097025
RNF6	373	49097025
RNF39	207	49097025
RNF7	118	49097025
RNF4	296	49097025
RNF40	548	49097025
RNF41	244	49097025
RNF44	308	49097025
RNF5	114	49097025
SLC25A29	229	49097025
SLC25A36	365	49097025
SLC25A3	312	49097025
SLC25A37	432	49097025
SLC25A32	316	49097025
SLC25A31	511	49097025
SLC25A30	271	49097025
SLC25A34	145	49097025
SLC25A35	259	49097025
SLC25A33	323	49097025
CLEC16A	1418	49097025
CLEC18B	462	49097025
CLEC19A	267	49097025
CLEC18C	189	49097025
CLEC1B	391	49097025
CLEC1A	483	49097025
CLEC12B	213	49097025
CLEC18A	211	49097025
CLEC17A	458	49097025
CLEC14A	537	49097025
EFHB	885	49097025
EFHC1	1277	49097025
EFEMP2	273	49097025
EFCAB6	1946	49097025
EFEMP1	739	49097025
EFCAB8	693	49097025
EFCAB9	104	49097025
EFCAB5	1402	49097025
EFCAB7	436	49097025
EFCC1	391	49097025
SLC25A25	443	49097025
SLC25A20	335	49097025
SLC25A22	205	49097025
SLC25A24	624	49097025
SLC25A26	814	49097025
SLC25A2	234	49097025
SLC25A23	376	49097025
SLC25A28	190	49097025
SLC25A27	303	49097025
SLC25A21	1973	49097025
PPIE	424	49097025
PPIG	709	49097025
PPIH	166	49097025
PPIAL4G	257	49097025
PPIAL4D	25	49097025
PPIC	189	49097025
PPIB	198	49097025
PPIL1	208	49097025
PPIF	118	49097025
PPID	233	49097025
ZNF211	372	49097025
ZNF219	472	49097025
ZNF221	388	49097025
ZNF213	291	49097025
ZNF222	286	49097025
ZNF214	459	49097025
ZNF212	334	49097025
ZNF215	720	49097025
ZNF22	214	49097025
ZNF217	740	49097025
ACAD10	856	49097025
ACAA1	255	49097025
AC245748.1	993	49097025
ACAD8	326	49097025
ACAD11	1007	49097025
ACACB	2014	49097025
AC245033.1	454	49097025
ACADL	467	49097025
ACAA2	306	49097025
ACAD9	531	49097025
ATP13A2	732	49097025
ATP13A4	1644	49097025
ATP13A3	1045	49097025
ATP1A1	623	49097025
ATP13A5	1603	49097025
ATP11B	993	49097025
ATP11C	1418	49097025
ATP1A2	1004	49097025
ATP12A	939	49097025
ATP13A1	647	49097025
ATP5PF	182	49097025
ATP5MPL	146	49097025
ATP6AP1L	190	49097025
ATP6AP1	279	49097025
ATP5PB	240	49097025
ATP5MGL	53	49097025
ATP5MG	225	49097025
ATP5PD	88	49097025
ATP5MF-PTCD1	853	49097025
ATP5PO	144	49097025
OR5H15	377	49097025
OR5H14	442	49097025
OR5F1	463	49097025
OR5D13	548	49097025
OR5D16	536	49097025
OR5H1	492	49097025
OR5D3P	122	49097025
OR5H2	307	49097025
OR5D18	571	49097025
OR5D14	511	49097025
GCNT7	503	49097025
GCNT1	648	49097025
GCNT3	286	49097025
GCNA	612	49097025
GCLM	213	49097025
GCNT2	1077	49097025
GCN1	1422	49097025
GCNT4	253	49097025
GCM1	377	49097025
GCM2	396	49097025
EWSR1	670	49097025
EXO5	182	49097025
EXD3	1090	49097025
EXO1	711	49097025
EXD2	431	49097025
EXOC1L	135	49097025
EXD1	492	49097025
EXOC1	633	49097025
EVX2	386	49097025
EXOC2	1371	49097025
RASA1	1390	49097025
RASA4	295	49097025
RASAL3	548	49097025
RASAL1	697	49097025
RASA2	919	49097025
RASD1	108	49097025
RASA4B	215	49097025
RASA3	1437	49097025
RASAL2	1840	49097025
RARS2	618	49097025
THRA	472	49097025
THOC6	254	49097025
THRB	1482	49097025
THOP1	532	49097025
THOC2	1309	49097025
THOC5	531	49097025
THPO	413	49097025
THOC3	382	49097025
THRAP3	924	49097025
THOC7	245	49097025
MPDU1	335	49097025
MPG	203	49097025
MPHOSPH10	422	49097025
MPDZ	1788	49097025
MPHOSPH6	183	49097025
MPC1	145	49097025
MPC1L	30	49097025
MPEG1	480	49097025
MPC2	198	49097025
MOXD1	950	49097025
STH	43	49097025
STK11	1536	49097025
STIP1	408	49097025
STIM2	951	49097025
STEAP4	559	49097025
STIM1	1202	49097025
STIMATE	379	49097025
STIL	742	49097025
STK10	1140	49097025
STK11IP	642	49097025
KLRB1	206	49097025
KLK3	380	49097025
KLK6	303	49097025
KLK9	249	49097025
KLKB1	566	49097025
KLK8	302	49097025
KLK7	300	49097025
KLK5	363	49097025
KLLN	103	49097025
KLK4	294	49097025
LRRN4	436	49097025
LRRIQ3	1948	49097025
LRRK1	1706	49097025
LRRN3	797	49097025
LRRN2	859	49097025
LRRTM1	689	49097025
LRRN4CL	161	49097025
LRRK2	2572	49097025
LRRIQ4	479	49097025
LRRN1	708	49097025
RFTN2	866	49097025
RFPL2	380	49097025
RFTN1	1256	49097025
RFPL3	374	49097025
RFPL1	302	49097025
RFPL4AL1	165	49097025
RFPL4B	280	49097025
RFPL4A	293	49097025
RFT1	372	49097025
RFNG	177	49097025
AKT3	2045	49097025
AKR7L	205	49097025
AKTIP	174	49097025
AKT2	862	49097025
AKT1S1	231	49097025
AKT1	1733	49097025
AL021546.1	288	49097025
AKR7A2	197	49097025
AL021997.3	201	49097025
AKR7A3	223	49097025
HLTF	682	49097025
HMBOX1	711	49097025
HM13	476	49097025
HLCS	1141	49097025
HLX	433	49097025
HLA-G	362	49097025
HLA-E	204	49097025
HLF	499	49097025
HLA-F	276	49097025
HLA-DRB5	484	49097025
FOXN2	533	49097025
FOXN3	1778	49097025
FOXM1	471	49097025
FOXL2NB	186	49097025
FOXN1	546	49097025
FOXN4	522	49097025
FOXL1	328	49097025
FOXK1	899	49097025
FOXL2	1207	49097025
FOXK2	836	49097025
ATP1B3	358	49097025
ATP2A3	812	49097025
ATP2A2	795	49097025
ATP1A4	944	49097025
ATP2A1	739	49097025
ATP1B4	427	49097025
ATP1B1	349	49097025
ATP1A3	944	49097025
ATP23	198	49097025
ATP1B2	231	49097025
OCIAD2	207	49097025
OCRL	689	49097025
OCIAD1	287	49097025
OCM	165	49097025
OCLN	424	49097025
OCSTAMP	303	49097025
OCEL1	159	49097025
OCM2	150	49097025
OCLM	31	49097025
ODAM	264	49097025
MACC1	1086	49097025
MAD2L1BP	138	49097025
MACROD2	3977	49097025
MAD2L2	259	49097025
MADCAM1	452	49097025
MACF1	3706	49097025
MACO1	545	49097025
MAD1L1	2159	49097025
MAD2L1	172	49097025
MACROD1	1155	49097025
SLC22A2	857	49097025
SLC22A18AS	175	49097025
SLC22A15	701	49097025
SLC22A14	547	49097025
SLC22A18	370	49097025
SLC22A13	315	49097025
SLC22A11	478	49097025
SLC22A17	315	49097025
SLC22A16	689	49097025
SLC22A12	569	49097025
EIF4G1	931	49097025
EIF5	314	49097025
EIF4H	310	49097025
EIF4G3	1852	49097025
EIF5AL1	233	49097025
EIF5A2	214	49097025
EIF5A	170	49097025
EIF5B	801	49097025
EIF4G2	490	49097025
EIF6	183	49097025
STATH	121	49097025
STAU2	1539	49097025
STAU1	653	49097025
STEAP2	419	49097025
STEAP1B	575	49097025
STEAP3	557	49097025
STBD1	178	49097025
STC1	374	49097025
STC2	425	49097025
STEAP1	254	49097025
DUS2	476	49097025
DUSP13	361	49097025
DUSP12	183	49097025
DUSP15	334	49097025
DUSP16	671	49097025
DUS3L	476	49097025
DUS4L	210	49097025
DUSP10	512	49097025
DUSP11	249	49097025
DUSP1	198	49097025
MTRNR2L13	41	49097025
MTRNR2L3	16	49097025
MTRNR2L10	11	49097025
MTREX	911	49097025
MTRF1	379	49097025
MTRF1L	231	49097025
MTRNR2L11	21	49097025
MTRNR2L12	22	49097025
MTR	1178	49097025
MTRNR2L1	41	49097025
SUB1	434	49097025
STXBP6	1051	49097025
STYXL1	482	49097025
SUCO	930	49097025
SUCLG2	1199	49097025
SUCLA2	590	49097025
SUCLG1	358	49097025
STYX	367	49097025
STYK1	620	49097025
SUCNR1	273	49097025
TMEM72	323	49097025
TMEM69	124	49097025
TMEM71	650	49097025
TMEM74	340	49097025
TMEM68	328	49097025
TMEM78	44	49097025
TMEM67	816	49097025
TMEM79	286	49097025
TMEM74B	195	49097025
TMEM70	204	49097025
SAT2	114	49097025
SATL1	1100	49097025
SATB2	1704	49097025
SART3	611	49097025
SAT1	156	49097025
SAV1	321	49097025
SATB1	997	49097025
SASH1	1565	49097025
SASH3	313	49097025
SASS6	476	49097025
FAM72D	139	49097025
FAM71F2	238	49097025
FAM78A	295	49097025
FAM76A	281	49097025
FAM72B	131	49097025
FAM76B	271	49097025
FAM71F1	381	49097025
FAM72A	84	49097025
FAM72C	45	49097025
FAM78B	831	49097025
TP73	880	49097025
TP53TG5	260	49097025
TP63	2170	49097025
TP53TG3D	168	49097025
TP53TG3	8	49097025
TP53TG3B	5	49097025
TPBG	291	49097025
TP53RK	131	49097025
TP53TG3C	6	49097025
TPBGL	39	49097025
B4GALT4	337	49097025
B9D2	175	49097025
B4GALT7	226	49097025
B9D1	256	49097025
BABAM1	224	49097025
B4GALT6	447	49097025
B4GAT1	198	49097025
BAAT	473	49097025
BAALC	585	49097025
B4GALT5	659	49097025
ANAPC2	574	49097025
ANAPC11	163	49097025
ANAPC10	516	49097025
ANAPC5	540	49097025
ANAPC16	169	49097025
ANAPC13	73	49097025
ANAPC15	206	49097025
ANAPC1	1092	49097025
ANAPC7	382	49097025
ANAPC4	544	49097025
ZNF98	991	49097025
ZNF91	1211	49097025
ZNF92	505	49097025
ZNFX1	1042	49097025
ZNF93	626	49097025
ZNF99	1572	49097025
ZNF90	702	49097025
ZNF888	203	49097025
ZNHIT1	208	49097025
ZNF891	169	49097025
HAPLN2	206	49097025
HARS2	230	49097025
HAPLN4	383	49097025
HARS	318	49097025
HAS1	579	49097025
HAP1	465	49097025
HAPLN3	397	49097025
HARBI1	229	49097025
HAS2	615	49097025
HAPLN1	1000	49097025
HDHD5	439	49097025
HDX	1229	49097025
HEATR1	1218	49097025
HDGFL2	443	49097025
HDHD3	178	49097025
HDLBP	1058	49097025
HEATR4	913	49097025
HEATR3	490	49097025
HDGFL3	661	49097025
HDHD2	297	49097025
FARSA	353	49097025
FANK1	1231	49097025
FARP1	2001	49097025
FAR1	558	49097025
FAP	1041	49097025
FANCM	1400	49097025
FARS2	1760	49097025
FAR2	1138	49097025
FARSB	626	49097025
FARP2	1123	49097025
SNF8	212	49097025
SNPH	571	49097025
SNORC	79	49097025
SNRNP25	116	49097025
SNRNP35	167	49097025
SNRNP27	197	49097025
SNRK	620	49097025
SNRNP200	1040	49097025
SNIP1	314	49097025
SNN	132	49097025
POLN	1253	49097025
POLI	421	49097025
POLL	368	49097025
POLK	685	49097025
POLM	341	49097025
POLR1A	1122	49097025
POLH	480	49097025
POLG	749	49097025
POLQ	1692	49097025
POLG2	319	49097025
TBC1D28	211	49097025
TBC1D26	334	49097025
TBC1D22A	1715	49097025
TBC1D24	454	49097025
TBC1D29P	264	49097025
TBC1D22B	551	49097025
TBC1D2B	739	49097025
TBC1D23	624	49097025
TBC1D30	612	49097025
TBC1D25	466	49097025
MYL9	174	49097025
MYLK2	506	49097025
MYL6B	135	49097025
MYLK	2221	49097025
MYLK3	891	49097025
MYLK4	703	49097025
MYLPF	125	49097025
MYLIP	313	49097025
MYL7	194	49097025
MYMK	251	49097025
CCNG1	153	49097025
CCNG2	237	49097025
CCNE2	358	49097025
CCNJ	248	49097025
CCNI2	155	49097025
CCNH	291	49097025
CCNE1	438	49097025
CCNDBP1	227	49097025
CCNF	612	49097025
CCNI	237	49097025
ZNF438	1140	49097025
ZNF433	388	49097025
ZNF430	550	49097025
ZNF439	421	49097025
ZNF432	399	49097025
ZNF43	1027	49097025
ZNF436	305	49097025
ZNF431	657	49097025
ZNF428	386	49097025
ZNF429	894	49097025
RNF216	1031	49097025
RNF212B	504	49097025
RNF214	523	49097025
RNF222	113	49097025
RNF215	184	49097025
RNF213	2644	49097025
RNF212	503	49097025
RNF219	600	49097025
RNF220	1382	49097025
RNF217	888	49097025
EIF3J	249	49097025
EIF3H	817	49097025
EIF3K	215	49097025
EIF4A2	471	49097025
EIF4A1	317	49097025
EIF3M	327	49097025
EIF3F	372	49097025
EIF3I	262	49097025
EIF3L	474	49097025
EIF3G	226	49097025
OR2L8	505	49097025
OR2K2	232	49097025
OR2L2	666	49097025
OR2L3	706	49097025
OR2J1	118	49097025
OR2M2	618	49097025
OR2J3	354	49097025
OR2L13	602	49097025
OR2J2	362	49097025
OR2L5	319	49097025
XPO6	969	49097025
XPC	849	49097025
XPO4	932	49097025
XPNPEP1	530	49097025
XPO7	747	49097025
XPNPEP2	582	49097025
XPO1	1070	49097025
XPO5	681	49097025
XPNPEP3	671	49097025
XPA	239	49097025
LMAN1L	426	49097025
LMF1	1031	49097025
LMBR1	1026	49097025
LMCD1	486	49097025
LMBRD1	830	49097025
LMAN2	299	49097025
LMBR1L	326	49097025
LMAN2L	363	49097025
LMF2	317	49097025
LMBRD2	630	49097025
BTNL8	697	49097025
BTN3A2	356	49097025
BTNL2	330	49097025
BTN2A2	421	49097025
BTN2A1	434	49097025
BTN3A1	408	49097025
BTNL9	565	49097025
BTRC	993	49097025
BTN3A3	383	49097025
BTNL3	436	49097025
ZCCHC9	183	49097025
ZCCHC8	458	49097025
ZCWPW1	478	49097025
ZCCHC4	489	49097025
ZDHHC11	982	49097025
ZDBF2	1467	49097025
ZCRB1	187	49097025
ZDHHC1	303	49097025
ZCCHC7	1081	49097025
ZCWPW2	1062	49097025
MR1	350	49097025
MPV17L	162	49097025
MPV17	187	49097025
MRAP	273	49097025
MPZL1	426	49097025
MPV17L2	164	49097025
MPZL2	164	49097025
MPZL3	200	49097025
MRAP2	486	49097025
MPZ	172	49097025
CEP120	769	49097025
CENPX	74	49097025
CEP128	2043	49097025
CEP112	2202	49097025
CEP126	977	49097025
CEP104	744	49097025
CENPW	79	49097025
CENPV	155	49097025
CENPVL1	1	49097025
CENPVL3	6	49097025
DXO	208	49097025
DYDC2	278	49097025
DYNC1I1	1983	49097025
DYM	1411	49097025
DYDC1	210	49097025
DVL2	379	49097025
DYNAP	249	49097025
DVL3	484	49097025
DWORF	35	49097025
DYNC1H1	2021	49097025
PBX1	1685	49097025
PBX3	1062	49097025
PBRM1	2931	49097025
PBXIP1	402	49097025
PC	1258	49097025
PCARE	864	49097025
PCBD2	350	49097025
PCBD1	70	49097025
PBX4	500	49097025
PBX2	244	49097025
MFSD8	402	49097025
MGA	2052	49097025
MFSD4B	300	49097025
MFSD5	229	49097025
MFSD4A	467	49097025
MFSD2B	280	49097025
MFSD6	668	49097025
MFSD9	343	49097025
MFSD6L	330	49097025
MFSD3	156	49097025
EMSY	1010	49097025
EN2	201	49097025
ENAH	1022	49097025
ENDOD1	397	49097025
EN1	279	49097025
EMX1	246	49097025
ENC1	357	49097025
ENAM	806	49097025
ENDOG	93	49097025
EMX2	280	49097025
CREB3L4	236	49097025
CREB3L2	972	49097025
